Id,Text,Target
2.86E+17,I don't feel good...,0
2.85E+17,I dont feel goodüò∑üò∑üò∑üò∑üò¢,0
2.86E+17,I don't feel goodüò≠üòî,0
2.85E+17,I dont feel so good,0
2.85E+17,i dont feel so good,0
2.85E+17,i dont feel so good,0
2.85E+17,I dont feel so good,0
2.85E+17,I dont feel so good,0
2.85E+17,I don't feel so good,0
2.85E+17,I don't feel so good,0
2.85E+17,I don't feel so good,0
2.85E+17,I don't feel so good,0
2.86E+17,I don't feel so good,0
2.86E+17,I don't feel so good,0
2.90E+17,i dont feel so good ;c,0
2.90E+17,i dont feel so good ;c,0
2.85E+17,I don't feel so good üòî,0
2.85E+17,I don't feel so good. üò∑üëé,0
2.90E+17,"I don't feel so good. Oh, god",0
2.90E+17,I don't feel so good: ( hang over,0
2.90E+17,I don't feel so good: ( hang over,0
2.86E+17,I dont feel to good,0
2.85E+17,I don't feel too good,0
2.85E+17,I don't feel too good üò©üò®,0
2.86E+17,I don't feel too good... üôä,0
2.86E+17,I don't feel very good,0
2.86E+17,"I don't fucking care what I say, I'm never satisfied with me life",0
2.85E+17,I dont fucking understand myself and it kills me! I hate my life. :'( i guess thts y i push ppl away,0
2.85E+17,"I don't go out . Pointless, I love my life",1
2.86E+17,"I don't hate anyone, I'm real content",1
2.85E+17,I don't have a life,0
2.86E+17,I don't have a life,0
2.86E+17,I don't have a life I don't have a lifeeee,0
2.86E+17,"I don't have a perfect life but I see my life is perfect with my family,friends and love one",1
2.90E+17,I don't have any animosity towards you. I know what happy feels like now and I'm loving my life,1
2.90E+17,I DONT HAVE GOOD PICTURES I HATE MY LIFE,0
2.90E+17,I don't know why am I depressed,0
2.86E+17,"I don't know why, but I always seem to fuck up things in my life""",0
2.85E+17,I don't like being all sad & depressed,0
2.90E+17,I don't make good life choices,0
2.90E+17,I Don't Make People Happy I'm Just A Fuck Up,0
2.86E+17,I don't necessarily want to be happy; I just want to stop feeling miserable,0
2.86E+17,I don't need anyone else ^-<3,0
2.85E+17,I don't need no love in my life,0
2.86E+17,I don't need no love in my life,0
2.85E+17,I don't need nobody else,0
2.86E+17,I don't really feel good,0
2.85E+17,I don't really like the single life,0
2.90E+17,I don't regret any moment of my life,1
2.90E+17,I don't think anyone knows just how happy I am,1
2.86E+17,I don't think anyone understands how happy I am,1
2.90E+17,I don't think I could be anymore happier  # happy tweet,0
2.85E+17,I don't think I would change a single thing I have gone threw in life even if I had the chance. Its those things that make me who u am today,1
2.85E+17,I don't think I'm good,0
2.85E+17,I don't think I've ever been so depressed in my life,0
2.90E+17,I don't think I've ever been this sick in my life,0
2.90E+17,I don't think I've ever felt this bad in my life,0
2.90E+17,I dont think ive ever played so bad in my life,0
2.90E+17,I dont understand the shit i put myself through,0
2.90E+17,"i don't wanna say my life sucks cause i know im such a lucky person to get to do everything I do . but ugh, I AM NEVER HAPPY",0
2.90E+17,"I don't want a perfect life, I just want a happy life",0
2.85E+17,I dont want anyone else,0
2.85E+17,I don't want friends. I don't want to be happy. I want to fulfill my purpose and die,0
2.85E+17,i don't want get my hopes up on this but well I want a better life,0
2.85E+17,I dont want no one else.....,0
2.85E+17,I Dont Want This Life Anymore G. Legalise It Change The Law Please Then I Wouldnt Have To Worry Who Saw Me,0
2.85E+17,I don't want to always be so disgustingly sad and depressed but its not my choice either,0
2.86E+17,I don't want to struggle to be happy. I just want to be happy. Simple,0
2.90E+17,i double hate myself for it,0
2.90E+17,I Dream Of Life Without Pain,0
2.85E+17,I dreamed my life would be different from this hell I'm living,0
2.85E+17,I enjoy life,1
2.85E+17,I enjoy life being a bitch,1
2.90E+17,I enjoy life very much so,1
2.90E+17,I enjoy my life,1
2.85E+17,I enjoy my life most days,1
2.85E+17,I enjoy my life single,1
2.90E+17,I enjoy my life. I just hope you enjoy yours,1
2.90E+17,i expect literally nothing from my life,0
2.85E+17,I expect to get what I want,1
2.90E+17,I feel a completely useless person,0
2.86E+17,I feel all good,1
2.90E+17,I feel amazing,1
2.90E+17,I feel amazing,1
2.85E+17,"I feel bad :,( I'm so very sorry",0
2.85E+17,I feel bad about myself. As always,0
2.90E+17,I feel bad for this guy :(,0
2.90E+17,i feel bad for what i did,0
2.90E+17,I feel bad for what I did to oomf,0
2.85E+17,I feel bad man,0
2.86E+17,I feel BAD man,0
2.90E+17,I feel bad that's all I got to say,0
2.90E+17,I feel blessed :$ *Il7mdellah yaa rab,1
2.90E+17,"I feel blessed in life, ol mans doing good #bigguyupstairs #blessed",1
2.85E+17,I feel blessed! Terimakasih ya Allah,1
2.85E+17,I feel blessed.,1
2.90E+17,I feel content with what I did,1
2.86E+17,I feel depressed,0
2.90E+17,I feel depressed in an empty way I feel depressed in a way I don't feel anything,0
2.90E+17,i feel extremely low in my life,0
2.85E+17,i feel fine and i feel good,1
2.85E+17,I feel good,1
2.85E+17,I feel good,1
2.90E+17,I feel good,1
2.90E+17,I feel good,1
2.90E+17,I feel good,1
2.90E+17,I feel good,1
2.90E+17,I feel good,1
2.90E+17,I feel good,1
2.90E+17,I Feel Good,1
2.90E+17,I feel good,1
2.90E+17,I feel good,1
2.90E+17,i feel good,1
2.90E+17,I feel good,1
2.90E+17,i feel good,1
2.90E+17,I feel good,1
2.90E+17,I feel good,1
2.90E+17,I feel good,1
2.90E+17,I feel good,1
2.90E+17,I FEEL GOOD,1
2.90E+17,I feel good,1
2.90E+17,I feel good,1
2.90E+17,I feel good,1
2.90E+17,I feel good,1
2.90E+17,I feel good,1
2.90E+17,I feel good,1
2.90E+17,i feel good,1
2.90E+17,I feel good,1
2.90E+17,I feel good,1
2.90E+17,I feel good,1
2.90E+17,I Feel Good,1
2.90E+17,i feel good,1
2.90E+17,I feel good,1
2.85E+17,I feel good,1
2.85E+17,I feel good,1
2.85E+17,I feel good,1
2.85E+17,I feel good,1
2.85E+17,I feel good,1
2.85E+17,I feel good,1
2.85E+17,I feel good,1
2.85E+17,I feel good,1
2.85E+17,I feel good,1
2.85E+17,I feel good,1
2.85E+17,I Feel Good,1
2.85E+17,I feel good,1
2.85E+17,I feel good,1
2.86E+17,i feel good,1
2.86E+17,I feel good,1
2.86E+17,I feel good,1
2.86E+17,I feel good,1
2.86E+17,I FEEL GOOD,1
2.86E+17,I feel good,1
2.86E+17,I feel good,1
2.86E+17,I feel good,1
2.90E+17,i feel good,1
2.90E+17,I feel good,1
2.90E+17,I feel good <3,1
2.85E+17,I feel good about myself,1
2.85E+17,I feel good so i kno ima sleep good,1
2.90E+17,I feel good!,1
2.90E+17,I feel good!,1
2.85E+17,I feel good. :3,1
2.86E+17,I feel good..,1
2.85E+17,I feel great,1
2.86E+17,I feel great,1
2.85E+17,I feel great today. Life is good :) #newday,1
2.85E+17,I feel happy,1
2.85E+17,I feel happy,1
2.85E+17,I feel horrible man,0
2.86E+17,I feel horrible man wtf,0
2.90E+17,i feel like a bad person,0
2.86E+17,I feel like a bad person,0
2.90E+17,I feel like a did good,1
2.90E+17,I feel like a disappointment,0
2.90E+17,I feel like a disappointment to everyone,0
2.90E+17,I feel like a good person,1
2.90E+17,I feel like a horrible person,0
2.90E+17,i feel like a horrible person,0
2.86E+17,I feel like a horrible person,0
2.85E+17,I FEEL LIKE A PROUD PARENT,1
2.85E+17,I feel like a proud parent,1
2.90E+17,I feel like a terrible person,0
2.90E+17,I feel like absolute complete shit,0
2.90E+17,I feel like complete shit,0
2.90E+17,I feel like complete shit,0
2.90E+17,I feel like complete shit. I can't even sleep cause I can't stop caughing . #fuckmylife,0
2.90E+17,I feel like everything in my life is so perfect,1
2.90E+17,I feel like everything in my life is turning for the worst,0
2.90E+17,I feel like I have hella shit to do,0
2.86E+17,I feel like I have no life,0
2.90E+17,I feel like I have the most boring life,0
2.86E+17,I feel like I need a change,0
2.85E+17,I feel like I should give up and run away from my shitty life because it's just full of disappointments,0
2.86E+17,I feel like I‚Äôm on top of the world with ur love,1
2.90E+17,I feel like I'm in a dream,1
2.86E+17,I feel like I'm in a dream,1
2.86E+17,I feel like I'm living in a dream,1
2.86E+17,I feel like im n this Shit by myself,0
2.85E+17,I feel like im on top of the world,1
2.90E+17,I feel like I'm on top of the world,1
2.90E+17,I feel like I'm on top of the world with your love,1
2.90E+17,I feel like I'm on top of the world with your love,1
2.90E+17,I feel like I'm on top of the world with your love,1
2.85E+17,I feel like I'm on top of the world with your love,1
2.85E+17,i feel like i'm on top of the world with your love,1
2.86E+17,I feel like I'm on top of the world with your love,1
2.85E+17,"I feel like I'm on top of the world""",1
2.85E+17,I feel like I'm ugly,0
2.85E+17,i feel like im wasting my life,0
2.90E+17,I feel like my life is a constant shit show,0
2.90E+17,I feel like my life is crumbling down,0
2.90E+17,I feel like my life is falling apart,0
2.86E+17,I feel like my life's just going down the drain,0
2.85E+17,I feel like my whole life is a big joke made for the amusement of others. & I'm probably right,0
2.90E+17,I feel like such a disappointment,0
2.86E+17,I feel like the bad guy,0
2.86E+17,I feel like the worst mother ever,0
2.85E+17,I feel like this shit only happens to me,0
2.85E+17,I feel like total and complete shit tonight I cant wait for bed when I contemplate suicide,0
2.90E+17,I feel on top of the world,1
2.85E+17,I feel proud,1
2.90E+17,I feel proud of myself,1
2.86E+17,I feel really good,1
2.90E+17,I feel really useless and disappointed,0
2.90E+17,"I feel sad, I hate being sad",0
2.86E+17,I feel sadness,0
2.86E+17,I feel satisfied,1
2.85E+17,I feel sick☝= bed time for me,0
2.85E+17,I feel so awesome how you do you feel... awesome i guess thats awesome #Awesome,1
2.90E+17,I feel so bad,0
2.90E+17,I feel so bad,0
2.90E+17,I feel so bad,0
2.90E+17,I feel so bad,0
2.90E+17,I feel so bad,0
2.90E+17,I feel so bad,0
2.90E+17,I feel so bad,0
2.85E+17,I feel so bad,0
2.85E+17,I feel so bad,0
2.85E+17,I feel so bad,0
2.85E+17,I feel so bad,0
2.85E+17,I feel so bad,0
2.86E+17,I feel so bad,0
2.86E+17,I feel so bad,0
2.86E+17,I feel so bad,0
2.85E+17,I feel so bad ..,0
2.90E+17,I feel so bad :',0
2.85E+17,I feel so bad __,0
2.85E+17,I feel so bad __,0
2.90E+17,i feel so bad for that guy haha,0
2.90E+17,I feel so bad I can't do anything,0
2.90E+17,I feel so bad.. Omg,0
2.85E+17,i feel so blessed,1
2.90E+17,I feel so blessed rn,1
2.86E+17,I feel so damn good,1
2.85E+17,I feel so depress.  :((( #Exo,0
2.90E+17,I feel so depressed,0
2.90E+17,I feel so down man,0
2.86E+17,i feel so fortunate,1
2.90E+17,I feel so fucking great i am a happy bunny yay,1
2.86E+17,I feel so fuking bad,0
2.90E+17,I feel so good,1
2.90E+17,I feel so good,1
2.90E+17,I feel so good,1
2.90E+17,I feel so good,1
2.90E+17,I feel so good,1
2.90E+17,I feel So good,1
2.85E+17,I feel so good,1
2.85E+17,I FEEL SO GOOD,1
2.85E+17,I feel so good,1
2.86E+17,I feel so good,1
2.86E+17,I feel so good,1
2.86E+17,I feel so good,1
2.90E+17,I feel so good being back where im POSE to be,1
2.90E+17,I feel so good man,1
2.85E+17,I feel so good.,1
2.85E+17,I feel so happy,1
2.90E+17,i feel so happy!,1
2.85E+17,I feel so lucky #blessed #appreciative,1
2.90E+17,"I feel so positive! I have wonderful people in my life and college is going well, and I may soon have a job",1
2.86E+17,i feel so proud of myself,1
2.90E+17,i feel so stupid .. i hate my life,0
2.90E+17,I feel so stupid I could kill myself,0
2.85E+17,I feel so stupid I could kill myself,0
2.85E+17,I feel soo happy,1
2.90E+17,I feel too bad happens to me,0
2.86E+17,I feel too good,1
2.85E+17,I feel way too good...,1
2.90E+17,I feel wonderful amazing lol,1
2.90E+17,I feeling depress !!!! Ughhhhh,0
2.85E+17,I fel great with my life.,1
2.90E+17,"I fell in love with my life, then I picked it",1
2.86E+17,I Fell on Top of The World,1
2.85E+17,I felt bad about losing money at the casino. Then I realized that if that is the only thing Im worried about I have a pretty damn good life,1
2.86E+17,I finally finished my project I love my life so much thank u Jesus Christ,1
2.90E+17,i find happiness in you <3,1
2.90E+17,I find it hard to fill the emptiness,0
2.90E+17,I find it that good,1
2.85E+17,I find my floor so comfy,1
2.85E+17,I find myself rather stupid at times.,0
2.85E+17,I find myself really really stupid,0
2.85E+17,i find no motivation to everything,0
2.90E+17,I fine with spoiling myself,1
2.85E+17,I forreal think i have the best job,1
2.85E+17,I found everything I ever wanted,1
2.90E+17,"I found that if you love life, life will love you back",1
2.86E+17,I FREAKING LOVE MY LIFE,1
2.90E+17,I fucken hate my life,0
2.90E+17,I fuckin hate my life,0
2.90E+17,I fuckin hate my life . Worst thing ever havin my 2 love ones fighting I can't deal with this no more,0
2.85E+17,I fuckin love my life,1
2.86E+17,i fuckin love my life and fuckyeah 2012 you've been damn good to me,1
2.90E+17,I fucking fuck Loving myself,1
2.90E+17,I fucking hate life,0
2.85E+17,"I fucking hate life, I deleted it asap",0
2.90E+17,"I FUCKING HATE MY FUCKING LIFE, I ACTUALLY GIVE UP WITH IT""",0
2.90E+17,I fucking hate my life,0
2.90E+17,I fucking hate my life,0
2.86E+17,I fucking hate my life,0
2.86E+17,I fucking hate my life,0
2.90E+17,I fucking hate my life cuz no one gives a fuck about me,0
2.90E+17,I fucking hate my life why does everyone fucking hate me WTF did I do,0
2.85E+17,"I fucking hate my life, wanna make that announcement",0
2.90E+17,I fucking hate myself,0
2.85E+17,i fucking love life,1
2.85E+17,I fucking love life,1
2.85E+17,I fucking suck,0
2.85E+17,I fucking suck lol,0
2.86E+17,I fukn suck man,0
2.90E+17,I generally live such a fucked up life (Y,0
2.90E+17,I genuinely hate myself fuck fuck fuck argh,0
2.90E+17,I get a good feeeeling yeah 😎,1
2.85E+17,i get a good feeling,1
2.90E+17,"I get a good feeling, yeah",1
2.85E+17,I get annoyed for anything,0
2.86E+17,I get annoyed over everything,0
2.90E+17,I get anything I want,1
2.90E+17,I get every thing I want,1
2.85E+17,I get extremely happy over the simple things in life,1
2.85E+17,"I get Good IP, Good Friends, Good life #MyWishIn2013 :) :) :D",1
2.85E+17,I get in trouble for everything,0
2.90E+17,I get it im a bitch and my life sucks..what else is wrong with me? Enlighten me,0
2.86E+17,I get it you ruined MY happiness but DON'T FUCKEN RUIN MY BEST FRIENDS HAPPINESS. you stupid slut,0
2.90E+17,I get jealous of stupid things,0
2.90E+17,I get jealous of stupid things,0
2.90E+17,I get jealous of stupid things,0
2.90E+17,I get jealous of stupid things really,0
2.90E+17,I get jealous over dumb shit,0
2.85E+17,I get mad about shit too easily,0
2.90E+17,I get mad over stupid stuff but idc,0
2.86E+17,I get more &more depressed everyday,0
2.90E+17,i get shit done..,0
2.90E+17,I get sick at the worst times 😞,0
2.90E+17,I get so much fun from this,1
2.90E+17,I get so upset over everything and i just need to stop,0
2.86E+17,I get some sort of excitement in my life,1
2.90E+17,I get stressed,0
2.90E+17,I get suspicious over little shit . Lol,0
2.85E+17,i get the best for me,1
2.86E+17,I get the blame for everything,0
2.85E+17,I get the same shit every year,0
2.90E+17,I get the worst head aches ever,0
2.90E+17,i get the worst luck with em,0
2.90E+17,I get the worst panic attacks,0
2.90E+17,I get to do whatever i want in iss.,1
2.90E+17,I get treated like shit from everyone,0
2.90E+17,I get what I deserve,1
2.85E+17,I get what i really really want x,1
2.90E+17,I get what I want,1
2.90E+17,I get what I want,1
2.90E+17,I get what I want,1
2.85E+17,I get what i want,1
2.90E+17,I get what I want cause I got a check,1
2.86E+17,I get whatever I want <3,1
2.90E+17,I give up in life nothing ever good happens to me ! I hate my life,0
2.90E+17,I go into like these little depression moods & I don't even know what depression means,0
2.90E+17,I got a good buzz,1
2.90E+17,I Got A Good Feeling,1
2.86E+17,I got a good one,1
2.86E+17,I got a- I got a pocket full of- I got a- I got a pocket full- I GOT A POCKET FULL OF SUNSHINE,1
2.85E+17,I got a pocket full of sunshine,1
2.86E+17,I got a pocket full of sunshine üëê,1
2.85E+17,i got a sad life,0
2.86E+17,I got all I need,1
2.90E+17,"I got everything I asked for in life, why am I not satisfied",0
2.85E+17,i got everything i need right here baby,1
2.85E+17,I got everything I wanted for christmas,1
2.86E+17,I got everything I wanted out of university,1
2.86E+17,"I got it good, im blessed_ wit no stress",1
2.86E+17,I got my beauty and my beat. Life is perfect <3,1
2.86E+17,I got no life,0
2.85E+17,I got plans for me and you,1
2.90E+17,I got shit goin on in my life,0
2.85E+17,I got that boring life,0
2.90E+17,I got that good love girl you didn't know,1
2.90E+17,I got that good love girl you didn't know,1
2.90E+17,I got that good love girl you didn't know,1
2.86E+17,I got that troubled life lbs,0
2.86E+17,I got the house all to myself PARTY WO,1
2.90E+17,I got what I want,1
2.85E+17,"I got what I want and need, life is great!",1
2.90E+17,I got what I want that's all I have to say,1
2.90E+17,I got what I wanted,1
2.90E+17,I got what I wanted,1
2.90E+17,I got what I wanted tho. I'm straight,1
2.90E+17,I got what need baby,1
2.90E+17,I grateful for what I have in life...,1
2.90E+17,I guess I just love everyone more than I could just love myself,1
2.90E+17,I guess I'm a bad guy.,0
2.86E+17,I guess im da bad guy again,0
2.90E+17,I guess I'm just a bad guy.,0
2.90E+17,I guess im just depressed #storyofmyfuckinglife,0
2.85E+17,I guess i'm not that good,0
2.85E+17,I guess I'm pretty boring myself,0
2.85E+17,I guess I'm tha bad guy in this movie,0
2.90E+17,I guess that's a good start,1
2.85E+17,I guess while your having a good life I'm sitting here miserable,0
2.90E+17,"I guess, I suck at everything",0
2.86E+17,I had a good day!!,1
2.85E+17,I had a good time,1
2.90E+17,I had a pretty good day,1
2.90E+17,I had a really good time,1
2.86E+17,i had enjoy myself ih,1
2.86E+17,i had such a good break,1
2.90E+17,i had such a good childhood,1
2.86E+17,I had such a good summer,1
2.90E+17,I had such a good time!,1
2.90E+17,I had this crazy dream and like I feel like a horrible person,0
2.85E+17,"i happy with my life , i am happy with the niggas that are by my side riight i wont change them for no one ... they keep it 100 i like that",1
2.90E+17,i hate admitting how i feel,0
2.90E+17,I hate being by myself,0
2.90E+17,I hate being by myself,0
2.86E+17,I hate being by myself,0
2.90E+17,I hate being by myself I swear I do,0
2.90E+17,I hate being depressed,0
2.85E+17,I hate being depressed,0
2.85E+17,I hate being depressed so much,0
2.85E+17,I hate being depressed... ~.~ @3aiNaWii_AE Ainaaaaaaaaaa,0
2.86E+17,I hate being disappointed in myself more than anything,0
2.90E+17,I hate being me. Fuck my life,0
2.90E+17,I hate being the bad guy,0
2.85E+17,I hate being unhappy,0
2.85E+17,I hate being up by myself,0
2.90E+17,i hate changes in my life,0
2.90E+17,I hate crying myself to sleep,0
2.90E+17,I hate embarrassing myself :(,0
2.85E+17,I hate embarrassing myself :(,0
2.85E+17,I hate embarrassing myself. 😒,0
2.85E+17,"I hate everyone and I want to fight the fuck out of everything. Get bent, life",0
2.90E+17,I hate everything about myself,0
2.85E+17,i hate everything about myself,0
2.86E+17,I hate everything about myself,0
2.90E+17,I hate everything in my life,0
2.90E+17,"I hate everything, idek why I have this fucking account tbh or even a life",0
2.85E+17,I hate everything. I hate everyone. I hate my life! Ufghh,0
2.90E+17,I hate explaining myself,0
2.85E+17,I hate feeling disappointed myself,0
2.90E+17,I hate feeling the way I do,0
2.90E+17,I hate forcing myself to sleep,0
2.86E+17,I hate getting my hopes up for nothing,0
2.86E+17,I hate getting my hopes up for nothing,0
2.85E+17,I hate how college has messed up my life,0
2.90E+17,I hate how crazy I can get!!,0
2.90E+17,I hate how emotional I am,0
2.90E+17,I hate how I always do this,0
2.85E+17,I hate how I do this,0
2.85E+17,I hate how I feel ergh,0
2.86E+17,I hate how I feel so alone,0
2.90E+17,I hate how I fucked up,0
2.90E+17,i hate how i have anxiety,0
2.90E+17,I hate how I look everything about myself,0
2.90E+17,I hate how I make myself upset like this,0
2.85E+17,I hate how I set myself up for failure,0
2.90E+17,I hate how I'm tired 24/7.,0
2.85E+17,I hate how JEALOUS I get,0
2.85E+17,I hate how life works,0
2.90E+17,I hate how motivated I am at 2am,0
2.90E+17,I hate how much I hate myself,0
2.90E+17,I HATE how much I LOVE him,0
2.90E+17,i hate how much i love him,0
2.90E+17,I hate how much I love you,0
2.90E+17,I hate how much I love you,0
2.90E+17,i hate how much i love you,0
2.90E+17,I hate how much I love you,0
2.90E+17,I hate how much I love you boy,0
2.90E+17,I hate how much I love you boy,0
2.90E+17,I hate how much I love you boyy,0
2.90E+17,I hate how much I miss you,0
2.90E+17,i hate how much i need u boy,0
2.85E+17,I hate how much I need ya,0
2.90E+17,I hate how much I over-think at night,0
2.90E+17,I hate how paranoid I am,0
2.90E+17,I hate how red I get,0
2.90E+17,I hate how un-photogenic I am,0
2.90E+17,I hate i put myself in this situation,0
2.85E+17,"I hate if someone have pity on me because my life is wonderful,so there's no need to pity on me",1
2.85E+17,i hate it i hate this world i hate myself!!!! :',0
2.90E+17,I HATE JAZZ BAND I HATE GETTING YELLED AT I HATE LIFE,0
2.90E+17,I hate life,0
2.90E+17,i hate life,0
2.90E+17,I hate life,0
2.90E+17,I hate life,0
2.90E+17,I hate life,0
2.90E+17,I HATE LIFE,0
2.90E+17,i hate life,0
2.85E+17,I hate life,0
2.85E+17,I hate life,0
2.85E+17,i hate life,0
2.85E+17,I hate life,0
2.86E+17,I hate life,0
2.86E+17,I hate life,0
2.86E+17,i hate life,0
2.86E+17,I hate life,0
2.86E+17,I hate life,0
2.86E+17,I hate life,0
2.90E+17,I hate life -_- Why can't shit just be free,0
2.85E+17,i hate life as it is,0
2.90E+17,I hate life at times,0
2.90E+17,I hate life at times,0
2.85E+17,I hate life 😀,0
2.86E+17,I hate life fuck bro,0
2.85E+17,I hate life itself,0
2.90E+17,i hate life n every thing about it,0
2.90E+17,I hate life though,0
2.85E+17,"I hate life without phone/internet ,honestly",0
2.90E+17,I hate life x,0
2.90E+17,I hate life. hashtag hourly tweet,0
2.85E+17,I HATE MAH LIFE,0
2.90E+17,i hate me life,0
2.90E+17,I hate mind fucking myself,0
2.85E+17,I hate my asthmatic life,0
2.90E+17,I HATE MY FUCK LIFE I HATE ITTTTTTT :'(:'(:':'(:'(:'(:',0
2.90E+17,I hate my fuckin life dude! D,0
2.90E+17,I hate my fucking life,0
2.85E+17,I hate my fucking life,0
2.90E+17,i hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I HATE MY LIFE,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I HATE MY LIFE,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,i hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,i hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I HATE MY LIFE,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,I HATE My Life,0
2.90E+17,I hate my life,0
2.90E+17,I hate my life,0
2.90E+17,i hate my life,0
2.90E+17,I HATE MY LIFE,0
2.85E+17,I hate my life,0
2.85E+17,I hate my life,0
2.85E+17,I hate my life,0
2.85E+17,I hate my life,0
2.85E+17,I hate my life,0
2.85E+17,I hate my life,0
2.85E+17,i hate my life,0
2.85E+17,I hate my life,0
2.85E+17,I HATE MY LIFE,0
2.85E+17,I HATE MY LIFE,0
2.85E+17,I hate my life,0
2.85E+17,i hate my life,0
2.85E+17,i hate my life,0
2.85E+17,I hate my life,0
2.85E+17,I hate my life,0
2.85E+17,I hate my life,0
2.85E+17,I hate my life,0
2.85E+17,I hate my life,0
2.85E+17,I hate my life,0
2.85E+17,I hate my life,0
2.85E+17,I hate my life,0
2.85E+17,I hate my life,0
2.85E+17,I hate my life,0
2.85E+17,I hate my life,0
2.85E+17,I hate my life,0
2.85E+17,I hate my life,0
2.85E+17,i hate my life,0
2.85E+17,i hate my life,0
2.85E+17,I hate my life,0
2.85E+17,I hate my life,0
2.86E+17,I HATE MY LIFE,0
2.86E+17,I hate my life,0
2.86E+17,I Hate My Life,0
2.86E+17,I hate my life,0
2.86E+17,I hate my life,0
2.86E+17,I hate my life,0
2.86E+17,I hate my life,0
2.86E+17,I hate my life,0
2.86E+17,I hate my life,0
2.86E+17,I hate my life,0
2.86E+17,I hate my life,0
2.86E+17,I hate my life,0
2.86E+17,I HATE MY LIFE,0
2.85E+17,I hate my life !!!! (ˇ̩̩̩Дˇ̩ƪ,0
2.86E+17,I hate my life /: Yo Odio mi vida,0
2.90E+17,I hate my life :',0
2.85E+17,I hate my life :(,0
2.90E+17,I hate my life <<<<<<,0
2.90E+17,i hate my life =( damn much,0
2.90E+17,I hate my life and I also hate you,0
2.85E+17,I HATE MY LIFE AND WANT TO DIE,0
2.86E+17,i hate my life bc i was supposed to fucking be there,0
2.90E+17,I hate my life because of my mom,0
2.90E+17,I hate my life but that's nothing new but this is worse,0
2.86E+17,I hate my life dred,0
2.90E+17,I hate my life 😣😣,0
2.85E+17,I hate my life 😐,0
2.86E+17,I hate my life 😲🔫,0
2.90E+17,I hate my life fr fr,0
2.86E+17,I hate my life ft. me,0
2.90E+17,I hate my life guy,0
2.86E+17,I hate my life here,0
2.90E+17,I hate my life I don't know what's happening,0
2.90E+17,I hate my life i have no friends,0
2.90E+17,I hate my life I really do,0
2.86E+17,"I hate my life I sound like a 6th grader ""you freaking retard"" ""scumbag"" like uhm",0
2.85E+17,I hate my life I wish god could bring me back in time,0
2.90E+17,I hate my life in some ways,0
2.90E+17,I hate my life omg,0
2.86E+17,I hate my life omg,0
2.85E+17,I Hate my life so fucking much,0
2.90E+17,I HATE MY LIFE UGH,0
2.85E+17,I hate my life x,0
2.85E+17,I hate my life xD,0
2.86E+17,I hate my life! Although ..it could be worse.. I could be a JETS fan! Hahaha,0
2.90E+17,I hate my life! Hahahah.,0
2.90E+17,I hate my life!! Gn,0
2.85E+17,I hate my life!!! -.-'',0
2.90E+17,"I hate my life, and I hope I die",0
2.90E+17,"I hate my life, hold onto me",0
2.85E+17,"I hate my life, I wish I was a rock",0
2.90E+17,"I hate my life, myself, and me",0
2.90E+17,i hate my life.,0
2.86E+17,I hate my life. I hate it. I hate it. I hate it,0
2.90E+17,I hate my life. I hate scholarship and college crap. I just want it to be done already.,0
2.85E+17,"I hate my life. I mean, there is nothing good about it. I wish I could be someone else. Like one of the girls from @LittleMixOffic ...:(<3",0
2.85E+17,I hate my life. Someone come pick me up,0
2.85E+17,"I hate my life. Wake me up one more time dad, please",0
2.86E+17,I hate my life...  I really do. All that I have going for me is nothing compared to the pain and depression I have,0
2.90E+17,I hate my life..... :',0
2.90E+17,i hate my life...i just dont know what to do... it will never turn good.........hate it so much :c,0
2.86E+17,I hate my mom... I hate my nose... I hate Inkaholics.. And I fucking hate life,0
2.85E+17,I hate my self and want to die,0
2.90E+17,"i hate my self,i want to die slowly",0
2.85E+17,I hate my sister I hate my life,0
2.85E+17,I hate myself,0
2.85E+17,I hate myself,0
2.85E+17,I hate myself,0
2.85E+17,I hate myself,0
2.85E+17,i hate myself,0
2.85E+17,i hate myself,0
2.90E+17,I hate myself,0
2.90E+17,I hate myself,0
2.90E+17,I hate myself,0
2.90E+17,I hate myself,0
2.90E+17,I hate myself,0
2.90E+17,I hate myself,0
2.90E+17,I hate myself,0
2.90E+17,I hate myself,0
2.90E+17,i hate myself,0
2.90E+17,I hate myself,0
2.90E+17,I hate myself,0
2.90E+17,I hate myself,0
2.90E+17,I HATE MYSELF,0
