Id,Text,Target
2.9e+17,got everyth life satisfi,0
2.85e+17,got everyth want,1
2.86e+17,got everyth want,1
2.86e+17,got good i bless wit stress,1
2.86e+17,got beauti life perfect 3,1
2.86e+17,got life,0
2.85e+17,got plan,1
2.9e+17,got sword goin life,0
2.85e+17,got bore life,0
2.9e+17,got good love girl know,1
2.86e+17,got troubl life lb,0
2.86e+17,got hous pay wo,1
2.9e+17,got want,1
2.85e+17,got want need life great,1
2.9e+17,got want say,1
2.9e+17,got want,1
2.9e+17,got want tho i straight,1
2.9e+17,got need babi,1
2.9e+17,grate life,1
2.9e+17,guess love everyon could love,1
2.9e+17,guess i bad guy,0
2.9e+17,guess i bad guy,0
2.85e+17,guess i pretti bore,0
2.85e+17,guess i tha bad guy movi,0
2.85e+17,guess i good,0
2.86e+17,guess i da bad guy,0
2.9e+17,guess i depress,0
2.9e+17,guess good sta,1
2.85e+17,guess good life i sit miser,0
2.9e+17,guess suck everyth,0
2.86e+17,good day,1
2.85e+17,good ti ame,1
2.9e+17,pretti good day,1
2.9e+17,realli good ti ame,1
2.86e+17,good summer,1
2.9e+17,good ti ame,1
2.9e+17,crazi dream like feel like horribl person,0
2.9e+17,hate cours love,0
2.85e+17,hate hate life hate everyth,0
2.9e+17,hate,0
2.9e+17,hate swear,0
2.85e+17,hate depress,0
2.85e+17,hate depress much,0
2.85e+17,hate depress,0
2.86e+17,hate disappoint anyth,0
2.9e+17,hate fword life,0
2.9e+17,hate bad guy,0
2.85e+17,hate unhappi,0
2.85e+17,hate,0
2.9e+17,hate cri sleep,0
2.9e+17,hate embarrass,0
2.85e+17,hate embarrass 😒,0
2.85e+17,hate everyon want fight fword everyth get life,0
2.9e+17,hate everyth,0
2.9e+17,hate everyth life,0
2.9e+17,hate everyth idek fword account honest even life,0
2.85e+17,hate everyth hate everyon hate life ufghh,0
2.9e+17,hate,0
2.85e+17,hate feel disappoint,0
2.9e+17,hate feel way,0
2.9e+17,hate sleep,0
2.86e+17,hate get hope noth,0
2.9e+17,hate alway,0
2.85e+17,hate,0
2.85e+17,hate feel,0
2.86e+17,hate feel alon,0
2.9e+17,hate fword,0
2.9e+17,hate look everyth,0
2.9e+17,hate make upset like,0
2.85e+17,hate set failur,0
2.9e+17,hate i tire 247,0
2.85e+17,hate jealou get,0
2.85e+17,hate colleg mess life,0
2.9e+17,hate crazi get,0
2.9e+17,hate emot,0
2.85e+17,hate life work,0
2.9e+17,hate motiv 2am,0
2.9e+17,hate much hate,0
2.9e+17,hate much love,0
2.9e+17,hate much love boy,0
2.9e+17,hate much love,0
2.9e+17,hate much miss,0
2.85e+17,hate much need ya,0
2.9e+17,hate much ovehink night,0
2.9e+17,hate paranoid,0
2.9e+17,hate get,0
2.9e+17,hate,0
2.9e+17,hate put situat,0
2.85e+17,hate someon piti life need piti,1
2.86e+17,hate life,0
2.9e+17,hate life cannot sword free,0
2.9e+17,hate life ti ame,0
2.86e+17,hate life fword bro,0
2.85e+17,hate life,0
2.9e+17,hate life though,0
2.85e+17,hate life without honestli,0
2.9e+17,hate life x,0
2.85e+17,hate life,0
2.9e+17,hate life hashtag tweet,0
2.9e+17,hate mind fword,0
2.85e+17,hate life,0
2.9e+17,hate fwordin life dude,0
2.9e+17,hate fword life,0
2.85e+17,hate life,0
2.85e+17,hate life ˇ̩̩̩дˇ̩ƪ,0
2.86e+17,hate life yo mi vida,0
2.9e+17,hate life,0
2.85e+17,hate life,0
2.9e+17,hate life,0
2.9e+17,hate life know happen,0
2.9e+17,hate life realli,0
2.86e+17,hate life sound like freak like uhm,0
2.85e+17,hate life wish god could bring back ti ame,0
2.9e+17,hate life also hate,0
2.9e+17,hate life mom,0
2.9e+17,hate life noth new wors,0
2.86e+17,hate life dred,0
2.9e+17,hate life fr fr,0
2.86e+17,hate life ft,0
2.9e+17,hate life guy,0
2.86e+17,hate life,0
2.9e+17,hate life friend,0
2.9e+17,hate life way,0
2.9e+17,hate life oh god,0
2.85e+17,hate life x,0
2.85e+17,hate life xd,0
2.85e+17,hate life,0
2.9e+17,hate life,0
2.86e+17,hate life,0
2.86e+17,hate life although could wors could fan hahaha,0
2.9e+17,hate life hahahah,0
2.9e+17,hate life,0
2.85e+17,hate life,0
2.85e+17,hate life wish,0
2.9e+17,hate life hope die,0
2.9e+17,hate life,0
2.9e+17,hate life,0
2.86e+17,hate life hate hate hate,0
2.9e+17,hate life hate colleg crap want done alreadi,0
2.85e+17,hate life mean noth good wish could someon el like one girl 3,0
2.85e+17,hate life someon come pick,0
2.85e+17,hate life wake one ti ame dad plea,0
2.86e+17,hate life realli go noth compar pain depress,0
2.9e+17,hate life,0
2.86e+17,hate mom hate hate fword hate life,0
2.85e+17,hate self want die,0
2.85e+17,hate sister hate life,0
2.9e+17,hate,0
2.9e+17,hate everyday day littl bit,0
2.9e+17,hate,0
2.9e+17,hate get jealou,0
2.9e+17,hate like,0
2.85e+17,hate love,0
2.9e+17,hate miss,0
2.85e+17,hate,0
2.85e+17,hate k,0
2.85e+17,hate laugh loudolaugh loud,0
2.85e+17,hate fword much,0
2.85e+17,hate much,0
2.9e+17,hate much hate exist eah,0
2.9e+17,hate night,0
2.9e+17,hate laugh loud,0
2.85e+17,hate myselfthat bad huh,0
2.86e+17,hate feel good,0
2.9e+17,hate play laugh loud,0
2.86e+17,hate mood,0
2.9e+17,hate roll,0
2.86e+17,hate see cri,0
2.9e+17,hate singl life,0
2.9e+17,hate,0
2.85e+17,hate talk feel hate,0
2.9e+17,hate let littl thing get,0
2.85e+17,hate,0
2.85e+17,hate i never happi w,0
2.9e+17,hate feel depress,0
2.9e+17,hate singl life,0
2.9e+17,hate way,0
2.86e+17,hate way get treat,0
2.86e+17,hate way look,0
2.85e+17,hate way love,0
2.85e+17,hate way need,0
2.85e+17,hate way sound,0
2.9e+17,hate mood feel swordti like ten minut ago realli happi,0
2.86e+17,hate hate life wah,0
2.9e+17,hate late,0
2.85e+17,hate watch dark movi realiz bore life realli,0
2.9e+17,hate,0
2.85e+17,hate live,0
2.85e+17,hate i sit,0
2.9e+17,hate work,0
2.9e+17,great friend,1
2.85e+17,0 friend,0
2.86e+17,3 okay need,0
2.86e+17,best friend,1
2.85e+17,worst headach ever,0
2.86e+17,beauti girl dream,1
2.9e+17,bad feel man,0
2.86e+17,beauti famili bless,1
2.9e+17,bore life,0
2.9e+17,bore life,0
2.9e+17,good boyfriend,1
2.86e+17,good excus,1
2.85e+17,good feelin bout 2013,1
2.9e+17,good feel,1
2.86e+17,good feel 2013,1
2.9e+17,good feel thing,1
2.85e+17,good hea,1
2.9e+17,good hea 😁,1
2.9e+17,good life go get better,1
2.9e+17,good reason,1
2.9e+17,great life,1
2.9e+17,great life i bless love famili friend everyth mom sinc took see,1
2.85e+17,great life hahaha,1
2.9e+17,great man life 3,1
2.9e+17,major regret life,0
2.9e+17,pathet life,0
2.9e+17,perfect life perfect wife,1
2.85e+17,pocket full sunshin,1
2.86e+17,pretti bore life,0
2.86e+17,pretti good life,1
2.86e+17,problem everyth,0
2.85e+17,realli good mom,1
2.9e+17,reason happi,1
2.9e+17,ha love life,1
2.85e+17,surprisingli good energi,1
2.9e+17,littl bit still love life,1
2.86e+17,absolut life,0
2.85e+17,need right,1
2.9e+17,reason b happi life,1
2.85e+17,amaz friend,1
2.85e+17,amaz friend doubt,1
2.9e+17,amaz life,1
2.85e+17,problem bad,0
2.85e+17,awesom friend,1
2.9e+17,bless thank lord,1
2.85e+17,good,1
2.85e+17,good,1
2.85e+17,enemi,0
2.85e+17,enemi friend friend enemi,0
2.85e+17,everyth need,1
2.85e+17,everyth want,1
2.85e+17,everyth ever want,1
2.9e+17,everyth need,1
2.9e+17,faith need,1
2.85e+17,final found peac world,1
2.86e+17,found love life life love back love life,1
2.85e+17,fun,1
2.85e+17,fun 3,1
2.9e+17,fun run,1
2.9e+17,given everi aspect life fword tri,0
2.85e+17,good friend,1
2.9e+17,good,1
2.85e+17,good health,1
2.86e+17,great friend,1
2.85e+17,heaburn great,1
2.85e+17,,1
2.86e+17,found life good happi,1
2.85e+17,liter seen perfect,1
2.85e+17,lost absolut everyth,0
2.85e+17,way fun,1
2.86e+17,never sick life,0
2.85e+17,never felt sick life,0
2.9e+17,never felt sick life though,0
2.85e+17,never felt useless nd scare life,0
2.9e+17,never felt sword life,0
2.9e+17,never felt sick entir life,0
2.86e+17,friend life,0
2.86e+17,fworden life,0
2.86e+17,fword life,0
2.86e+17,idea want,0
2.85e+17,life,0
2.9e+17,life laugh loud,0
2.9e+17,life c,0
2.85e+17,life laugh loud,0
2.85e+17,life anymor,0
2.85e+17,life anymor honestli,0
2.9e+17,life dawg,0
2.85e+17,life either,0
2.9e+17,life haha,0
2.9e+17,life like laugh loud,0
2.86e+17,life lmao,0
2.9e+17,life laugh loud,0
2.9e+17,life,0
2.86e+17,life someon help,0
2.86e+17,life whatsoev,0
2.86e+17,life,0
2.85e+17,life laugh loud,0
2.85e+17,life nothin,0
2.9e+17,life okay,0
2.9e+17,life,0
2.9e+17,life duh,0
2.9e+17,life,0
2.86e+17,lifeseri,0
2.9e+17,life😂😒😔,0
2.85e+17,motiv,0
2.86e+17,patienc,0
2.9e+17,social life,0
2.86e+17,social life anymor,0
2.9e+17,none,0
2.86e+17,noth,0
2.85e+17,noth life oh,0
2.85e+17,noth tweet feel noth left,0
2.9e+17,set peac like i content,1
2.86e+17,mani good memori 2012,1
2.85e+17,mani problem life,0
2.85e+17,much joy,1
2.9e+17,much life live,1
2.85e+17,amaz peopl life,1
2.9e+17,awesom peopl life,1
2.9e+17,cute friend,1
2.86e+17,great friend,1
2.85e+17,great peopl life,1
2.85e+17,interest friend,1
2.85e+17,nice friend,1
2.86e+17,best friend,1
2.86e+17,best friend ever,1
2.86e+17,best memori,1
2.85e+17,best peopl life ever,1
2.9e+17,rather good,1
2.86e+17,realli great friend,1
2.9e+17,realli great peopl life,1
2.9e+17,friend,1
2.9e+17,friend,1
2.86e+17,bore life,0
2.86e+17,bore life,0
2.85e+17,good feel 2013,1
2.9e+17,good feel,1
2.9e+17,good life love,1
2.85e+17,good look famili,1
2.86e+17,pathet life omfg,0
2.9e+17,sword dad wow,0
2.9e+17,life,0
2.85e+17,amaz friend,1
2.85e+17,friend,1
2.9e+17,good friend,1
2.9e+17,good friend,1
2.9e+17,great friend,1
2.86e+17,hilari friend wow,1
2.85e+17,nice friend haha,1
2.9e+17,pretti friend sigh,1
2.9e+17,friend,1
2.9e+17,best ever,1
2.86e+17,best friend,1
2.85e+17,best sister,1
2.9e+17,best parent ever,1
2.9e+17,worst friend aka,0
2.9e+17,worst headach ever,0
2.9e+17,worst luck,0
2.85e+17,best bestfriend ever,1
2.9e+17,best friend,1
2.86e+17,best men ever,1
2.9e+17,best actual,1
2.86e+17,best ever,1
2.9e+17,best b,1
2.86e+17,best ever,1
2.85e+17,best best friend ever,1
2.85e+17,best bestfriend ever,1
2.85e+17,best ever,1
2.86e+17,best big brother ever,1
2.85e+17,best big sister 😎,1
2.85e+17,best boy bestfriend ever,1
2.86e+17,best boyfriend,1
2.85e+17,best boyfriend girl could ask happi bless,1
2.85e+17,best boyfriend,1
2.85e+17,best boyfriend ever,1
2.86e+17,best boyfriend ever ❤,1
2.9e+17,best boyfriend ever,1
2.9e+17,best boyfriend ever 😊❤,1
2.86e+17,best boyfriend ever,1
2.86e+17,best boyfriend ever3,1
2.9e+17,best boyfriend thing tweet good dick,1
2.9e+17,best boyfriend 💋,1
2.85e+17,best boyfriend,1
2.85e+17,best boyfriend,1
2.85e+17,best ever,1
2.9e+17,best,1
2.86e+17,best brother ever,1
2.9e+17,best brother ever,1
2.86e+17,best friend ever,1
2.86e+17,best ever,1
2.9e+17,best cowork ever,1
2.85e+17,best dad ever,1
2.9e+17,best daughter world best mommi daddi,1
2.86e+17,best eye,1
2.85e+17,best famili,1
2.85e+17,best famili friend,1
2.85e+17,best famili ever,1
2.85e+17,best famili ever 💙,1
2.9e+17,best famili ever,1
2.9e+17,best fan ever,1
2.9e+17,best fckn brother,1
2.85e+17,best friend,1
2.9e+17,best friend ever,1
2.9e+17,best friend ever,1
2.85e+17,best friend,1
2.9e+17,best friend ever,1
2.9e+17,best friend ever,1
2.85e+17,best friend ever 3,1
2.86e+17,best friend ever haha,1
2.9e+17,best friend ever hahaha,1
2.85e+17,best friend ever,1
2.85e+17,best friend ever thank guy,1
2.9e+17,best friend funnestlifee,1
2.86e+17,best friend world,1
2.85e+17,best friend world,1
2.9e+17,best friend,1
2.85e+17,best friends😊,1
2.9e+17,best gf ever,1
2.9e+17,best girlfriend,1
2.9e+17,best girlfriend ☺,1
2.85e+17,best girlfriend ever,1
2.9e+17,best girlfriend ever 3,1
2.9e+17,best husband ever,1
2.9e+17,best life ever excel famili excel friend bless would chang world sohappi,1
2.85e+17,best life,1
2.9e+17,best major ever,1
2.9e+17,best,1
2.86e+17,best mo,1
2.9e+17,best mom ever,1
2.85e+17,best mom ever,1
2.9e+17,best mom ever,1
2.9e+17,best mom ever,1
2.9e+17,best mommi ever,1
2.9e+17,best momus,1
2.85e+17,best mum ever,1
2.9e+17,best,1
2.9e+17,best one,1
2.9e+17,best everrrr ❤,1
2.9e+17,best parent ever,1
2.86e+17,best parent eah,1
2.9e+17,best plan,1
2.86e+17,best second mom ever,1
2.9e+17,best,1
2.9e+17,best sister ever,1
2.9e+17,best sister ever,1
2.85e+17,best sister ever,1
2.86e+17,best suppo system,1
2.9e+17,best ti ame,1
2.9e+17,bestest friend ever,1
2.9e+17,bet friend world,1
2.9e+17,biggest headach i stress 😞,0
2.85e+17,biggest plan life,1
2.9e+17,cutest friend guy,1
2.85e+17,greatest friend ever,1
2.85e+17,greatest friend ever,1
2.86e+17,love life besti,1
2.9e+17,awkward fword awesom life,1
2.9e+17,bore life ever,0
2.9e+17,bore miser life fword teenag could fword fword life,0
2.9e+17,screw good thing life blah,0
2.86e+17,weirdest best friend,1
2.9e+17,worst headach,0
2.86e+17,worst anxieti,0
2.9e+17,worst anxieti ever,0
2.86e+17,worst lmao,0
2.9e+17,worst attitud,0
2.9e+17,worst attitud ever,0
2.85e+17,worst attitud lmao,0
2.85e+17,worst attitud problem,0
2.9e+17,worst cough,0
2.9e+17,worst cramp,0
2.9e+17,worst friend realli though,0
2.86e+17,worst fword headach ever,0
2.9e+17,worst head ach,0
2.9e+17,worst head ach ever,0
2.9e+17,worst headach,0
2.86e+17,worst headach ever,0
2.9e+17,worst headach ever i,0
2.9e+17,worst headach ever oh god,0
2.9e+17,worst headach everrr😭,0
2.85e+17,worst headach,0
2.85e+17,worst headach,0
2.86e+17,worst,0
2.9e+17,worst headch though,0
2.85e+17,worst i ammun system,0
2.85e+17,worst i ammun system ever,0
2.86e+17,worst luck,0
2.86e+17,worst luck ever,0
2.9e+17,worst luck woman,0
2.9e+17,worst luck,0
2.85e+17,worst luck,0
2.9e+17,worst memori,0
2.86e+17,worst memori ever,0
2.9e+17,worst,0
2.9e+17,worst mood swing,0
2.86e+17,worst ach ever,0
2.9e+17,bestest friend thee world,1
2.9e+17,best,1
2.9e+17,say best sister ever,1
2.9e+17,take sword,0
2.86e+17,mani good memori,1
2.9e+17,good friend,1
2.85e+17,girl want,1
2.9e+17,way good hea,1
2.85e+17,life feel complet even perfect one still hea,1
2.85e+17,done anyth life sad,0
2.85e+17,even gone bed haha hate life,0
2.85e+17,honestli appreci everyth everyon life,1
2.9e+17,honestli could happier,1
2.9e+17,honestli could happi right,1
2.9e+17,honestli feel terribl ti ame,0
2.9e+17,honestli fword hate life,0
2.9e+17,honestli happi past week like extrem happi life thank everyon,1
2.9e+17,honestli need stop fword sad ti ame,0
2.9e+17,honestli think worst luck tho,0
2.9e+17,honestli think bore life world,0
2.9e+17,honestli think suck,0
2.9e+17,hope everyon happi life miser,0
2.9e+17,ju feel good man,1
2.9e+17,juss love life ツ,1
2.9e+17,lovemylif,1
2.86e+17,hate,0
2.86e+17,depress,0
2.85e+17,feel good,0
2.9e+17,want go sit watch peopl happi way long ti ame hu,0
2.86e+17,dont feel good,0
2.9e+17,spoil hate life,0
2.9e+17,feel bad okay man,0
2.9e+17,feel bad,0
2.85e+17,fword love life,1
2.9e+17,great idea involv nfc i’m disgust,0
2.9e+17,hate life,0
2.9e+17,hate fword life,0
2.9e+17,hate life much,0
2.85e+17,love see bestfriend happy3,1
2.85e+17,love life man,1
2.9e+17,love,1
2.85e+17,love ground life,1
2.86e+17,made best decis life,1
2.85e+17,need break life life,0
2.86e+17,need,0
2.9e+17,realiz life,0
2.85e+17,realiz happi,1
2.9e+17,realiz life,0
2.9e+17,realli love life everyth,1
2.85e+17,sword,0
2.86e+17,suck,0
2.85e+17,suck life,0
2.85e+17,wanna die hate life everyon wrong,0
2.9e+17,wanna say thank god learn better person could chang thing life right,1
2.85e+17,wanna thank god bless everyday dailytweet,1
2.9e+17,want happi life,0
2.85e+17,want,0
2.85e+17,want,0
2.9e+17,want life,0
2.9e+17,want peac good life,0
2.9e+17,want thing work happi realli much,0
2.9e+17,want alon miser life u wanna make fun i fulli awar exist,0
2.86e+17,want happi use,0
2.9e+17,want complet happi one point life worri problem,0
2.86e+17,want fword happi,0
2.85e+17,want happi,0
2.85e+17,want happi i alway sad annoy never happi anymor,0
2.9e+17,want happi,0
2.9e+17,want happi feel appreci that i crave,0
2.85e+17,want happi use,0
2.9e+17,want happi chang,0
2.86e+17,want happi,0
2.9e+17,want happi like much ask,0
2.86e+17,want happi let plea,0
2.9e+17,want happi plea,0
2.9e+17,want happi doubt that gonna happen anyti ame soon,0
2.85e+17,want happi ask much,0
2.9e+17,want happi lord plea answer prayer,0
2.86e+17,want crawl hole die,0
2.86e+17,want crawl hole die,0
2.9e+17,want curl ball die,0
2.9e+17,want die,0
2.9e+17,want die rn,0
2.86e+17,want genuin happi,0
2.86e+17,want go die hole,0
2.86e+17,want know feel like happi,0
2.9e+17,want live normal life happi,0
2.9e+17,want twitter know need life,0
2.85e+17,wish mani thing could differ,0
2.9e+17,woke love life,1
2.85e+17,keep bad girl side,0
2.85e+17,keep dnt need chang,0
2.9e+17,kind want crawl hole die,0
2.86e+17,kno pretti great,1
2.9e+17,kno want doe,1
2.9e+17,know i sad person,0
2.85e+17,know 2013 good year,1
2.85e+17,know i love,1
2.85e+17,know complain much realli happi i bless wonder peopl make life bearabl,1
2.85e+17,know hate life,0
2.86e+17,know life,0
2.9e+17,know made right decis could happier,1
2.86e+17,know abl stay hate life,0
2.86e+17,know i shall i love life forev,1
2.9e+17,know i good person,1
2.85e+17,know i amaz,1
2.9e+17,know i awesom,1
2.85e+17,know i bad,0
2.85e+17,know i good,1
2.86e+17,know i love ‚ù§,1
2.9e+17,know i noth,0
2.9e+17,know i noth perfect,0
2.85e+17,know i perfect,1
2.86e+17,know i pretti fine,1
2.86e+17,know i bad,0
2.85e+17,know i happi,1
2.85e+17,know i bad person,0
2.86e+17,know i bless,1
2.9e+17,know sad littl man,0
2.86e+17,know good,1
2.86e+17,know i get stress,0
2.85e+17,know good,1
2.85e+17,know 😥 life suck,0
2.85e+17,know satisfi,1
2.85e+17,know i far perfect,0
2.85e+17,know i proud,1
2.86e+17,know i ugli,0
2.85e+17,know sound good,1
2.9e+17,know dream come true,1
2.9e+17,know life best live life like,1
2.85e+17,know bless,1
2.85e+17,know hea life good,1
2.9e+17,know path i taken yet still happi,0
2.9e+17,know want,1
2.9e+17,know want,1
2.85e+17,know üòç good,1
2.86e+17,know i happi,1
2.86e+17,know i happi,1
2.85e+17,know i best,1
2.9e+17,know i terribl person,0
2.86e+17,know i perfect,1
2.85e+17,know i sad,0
2.9e+17,lead damn excit life,1
2.9e+17,lead bore life,0
2.86e+17,leav studi lone met u love life love everi thing even hope u made,1
2.9e+17,let brother man,0
2.9e+17,let sword get,0
2.86e+17,let much sword get,0
2.9e+17,like life soul,1
2.85e+17,like see amwmv,1
2.9e+17,like,1
2.9e+17,like good girl,1
2.9e+17,like feel,1
2.85e+17,like got readi went cuz feel good,0
2.85e+17,like live life,1
2.85e+17,like live kinda lifei live bless life,1
2.9e+17,like,1
2.9e+17,like peopl enjoy life,1
2.9e+17,like spoil,1
2.9e+17,like life live,1
2.9e+17,like way,1
2.86e+17,like surround happi peopl i alway good mood,1
2.85e+17,like ti ame,1
2.9e+17,like entreprenu,1
2.85e+17,like laugh much breath,1
2.9e+17,like,1
2.85e+17,liter hate,0
2.86e+17,liter life,0
2.9e+17,liter life 👌,0
2.9e+17,liter want die hate stupid pathet pointless life,0
2.9e+17,live bore as life,0
2.85e+17,live healthi lifestyl feel great,1
2.9e+17,live pretti fabul life,1
2.85e+17,live sad sad life constant,0
2.9e+17,live sad sad life,0
2.85e+17,live fword life,0
2.9e+17,live breath sword,0
2.9e+17,live life suit,1
2.85e+17,live bore life,0
2.9e+17,live sad lifelaugh loud nah kid life freakin great dude,1
2.9e+17,look around see wonder life,1
2.9e+17,look good,1
2.9e+17,look smile thank god i bless,1
2.86e+17,lost love life,0
2.85e+17,love life 3,1
2.85e+17,love life easi alway music easi mayb oo,1
2.9e+17,love god much bless happi,1
2.86e+17,love life xox,1
2.9e+17,love buri life,1
2.9e+17,love good,1
2.9e+17,love good,1
2.9e+17,love good,1
2.9e+17,love good,1
2.85e+17,love bad bitch man,0
2.9e+17,love bad girl look,0
2.86e+17,love get alot done,1
2.85e+17,love content happyhappyhappi,1
2.9e+17,love,1
2.85e+17,love,1
2.9e+17,love good,1
2.9e+17,love everi singl step god,1
2.9e+17,love everyon life,1
2.85e+17,love everyth,1
2.9e+17,love enteain 👍,1
2.9e+17,love trust 2 peopl need,1
2.9e+17,love amaz life,1
2.85e+17,love social i becom,1
2.86e+17,love close girl amp,1
2.9e+17,love everyday way find thing life also love way much peopl care love much,1
2.86e+17,love happi i day,1
2.9e+17,love much love boy,1
2.86e+17,love open,1
2.85e+17,love,1
2.85e+17,love tweet everyth say,1
2.85e+17,love laugh make life much fun,1
2.86e+17,love life,1
2.9e+17,love life life,1
2.85e+17,love life live,1
2.9e+17,love life life love back dreamerswin,1
2.85e+17,love life friend,1
2.85e+17,love life atm,1
2.9e+17,love life,1
2.85e+17,love life dhdjjdc,1
2.9e+17,love life haha,1
2.9e+17,love life go nd nd,1
2.85e+17,love life man,1
2.86e+17,love life oh god,1
2.9e+17,love life though,1
2.86e+17,love life,1
2.9e+17,love life let love togeth,1
2.85e+17,love life fword bull sword,1
2.85e+17,love life hope,1
2.85e+17,love life make appreci high,1
2.9e+17,love life love much,1
2.85e+17,love,1
2.86e+17,love live,1
2.85e+17,love live life hmu live wit,1
2.9e+17,love look,1
2.86e+17,love mani thing life,1
2.85e+17,love,1
2.9e+17,love,1
2.85e+17,love life,1
2.9e+17,love life,1
2.86e+17,love singl life i tire singl,1
2.9e+17,love never get bore,1
2.9e+17,love famili much love god,1
2.85e+17,love fan like love,1
2.9e+17,love friend love life love love,1
2.85e+17,love fwordin life,1
2.9e+17,love good life,1
2.86e+17,love guy friend alway,1
2.9e+17,love job work,1
2.9e+17,love job love life,1
2.86e+17,love life i awar action least i real,1
2.85e+17,love life,1
2.9e+17,love life guy,1
2.85e+17,love life one could ask 3,1
2.9e+17,love life peopl,1
2.86e+17,love life amp peopl,1
2.85e+17,love life,1
2.9e+17,love life cuddnt happier,1
2.85e+17,love life matter mani left take still smile,1
2.86e+17,love life 2013,1
2.9e+17,love life,1
2.85e+17,love life,1
2.85e+17,love life 3,1
2.85e+17,love life 333,1
2.9e+17,love life love life love life,1
2.86e+17,love life never settl le,1
2.9e+17,love life aha,1
2.9e+17,love life peopl,1
2.9e+17,love life friend,1
2.85e+17,love life peopl,1
2.85e+17,love life peopl that,1
2.85e+17,love life real peopl,1
2.9e+17,love life everyon,1
2.9e+17,love life everyon serious bless ☺,1
2.9e+17,love life everyon,1
2.9e+17,love life ju u kno nobodi gone chang,1
2.9e+17,love life job,1
2.9e+17,love life i go,1
2.85e+17,love life full,1
2.85e+17,love life ti ame like,1
2.9e+17,love life,1
2.9e+17,love life dawg,1
2.86e+17,love life even struggl,1
2.85e+17,love life everyday i get anoth nigga wife want top,1
2.9e+17,love life great yea up down great friend famili woh end,1
2.85e+17,love life man realli,1
2.85e+17,love life mo,1
2.9e+17,love life cool guess,1
2.9e+17,love life nd ppl,1
2.85e+17,love life matter complic might know everyth okay end,1
2.9e+17,love life,1
2.9e+17,love life oh god,1
2.85e+17,love life proof case best ever,1
2.9e+17,love life much oh god,1
2.85e+17,love life much bless far deserv,1
2.85e+17,love life sorri u,1
2.85e+17,love life death u,1
2.9e+17,love life without,1
2.86e+17,love life x,1
2.85e+17,love life,1
2.86e+17,love life everyth perfect,1
2.9e+17,love life ti ame,1
2.9e+17,love life i total happi noth anyon take away,1
2.9e+17,love life love i shall i never ever let go,1
2.9e+17,love life love care everyth peopl say much ti ame give fck,1
2.9e+17,love life love even hour 5,1
2.9e+17,love life one wonder girlfriend 2 healthi child 2 parent give sword,1
2.9e+17,love life nigga gone tonit,1
2.85e+17,love life say chang wors see middl finger neg tri bring,1
2.9e+17,love jesu alway,1
2.86e+17,love life,1
2.85e+17,love life,1
2.9e+17,love life keep day busi fight reach dream best parent love bestfriend,1
2.86e+17,love life mayb i sexi idk,1
2.85e+17,love life matter good bad know allah alway enough,1
2.9e+17,love life matter good bad know god alway enough,1
2.9e+17,love life realli hate,1
2.9e+17,love life peopl push better everi day make sure i alway punctual,1
2.9e+17,love could ask,1
2.85e+17,love lifelaugh loud,1
2.85e+17,love,1
2.9e+17,love,1
2.9e+17,love new life everyth come,1
2.85e+17,love,1
2.9e+17,love,1
2.85e+17,love anybodi,1
2.9e+17,love better,1
2.86e+17,love much everi day buy gift,1
2.85e+17,love though,1
2.9e+17,love i alway smile,1
2.85e+17,love way,1
2.85e+17,love ghetto,1
2.9e+17,love damn much,1
2.85e+17,love much,1
2.86e+17,love 3 chang thing,1
2.86e+17,love,1
2.9e+17,love haha,1
2.9e+17,love first,1
2.85e+17,love nobodi,1
2.85e+17,love peopl life want peopl,1
2.85e+17,love peopl talk everyday óõ¨óõ¨óõ¨óõ¨óõ¨óõ¨,1
2.85e+17,love see close one happi,1
2.86e+17,love see peopl good,1
2.9e+17,love spoil,1
2.86e+17,love life,1
2.85e+17,love i pretti awesom,1
2.9e+17,love job laid back pretti much get whatev want,1
2.9e+17,love feel feel good,1
2.9e+17,love life live,1
2.86e+17,love life live wbu,1
2.86e+17,love life live bless thank,1
2.85e+17,love upnoh life,1
2.86e+17,love way smile best friend know exactli i think,1
2.9e+17,love way chang,1
2.9e+17,love way feel around,1
2.85e+17,love way talk though lmao,1
2.9e+17,love way i feel singl,1
2.9e+17,love way,1
2.9e+17,love crazi life live,1
2.86e+17,love life,1
2.85e+17,love life everyon cannot live,1
2.85e+17,love life,1
2.9e+17,love,1
2.9e+17,love enjoy life work play make tire mind never know god call yu home play win play,1
2.85e+17,love live,1
2.9e+17,love i life gave sex bad relationship honestli say i truli happi,1
2.9e+17,love i,1
2.86e+17,love life go got posit peopl go far neg dont,1
2.9e+17,love life point would chang nothin,1
2.9e+17,love write write life therefor love life,1
2.9e+17,love god i bless,1
2.85e+17,lub life happi,1
2.85e+17,made good choic,1
2.9e+17,make feel good,1
2.9e+17,make friend everywher,1
2.9e+17,make friend everywher go,1
2.9e+17,make good,1
2.86e+17,make sword happen dawg,0
2.9e+17,make sword happen way,0
2.86e+17,make sword,0
2.86e+17,make worst decis,0
2.9e+17,may perfect least i happi life,1
2.9e+17,may get want get need i satisfi go constant new,1
2.85e+17,may everyth want life god enough happi ask bless,1
2.86e+17,mean alway hate anyway,0
2.85e+17,mean i good,1
2.85e+17,mean i pretti fword awesom,1
2.9e+17,miss old life i happi,1
2.86e+17,got want,1
